code,title,tower,floor,main_category,sub_category,trade_type,slab_works,cost_plan_total,start_date_plan,end_date_plan,start_date_actual,end_date_actual,start_date_sprint,end_date_sprint,progress
1,Riverine,,,,,,,,2022-04-30,2031-04-19,,,,,
1.1,"Riverine, Sector-44 Noida",,,,,,,,2022-04-30,2031-04-19,,,,,
1.1.1,Project Snapshot,,,,,,,,2025-01-18,2030-01-17,,,,,
1.1.1.1,Intermediate milestones,,,,,,,,2025-12-01,2029-10-30,,,,,
1.1.1.1.1,Removal of soldier piles,,,,,,,0.0,2028-02-03,2028-02-03,,,,,0
1.1.1.1.2,Tower-1 -Completion of Raft,,,,,,,0.0,2025-12-01,2025-12-01,,,,,0
1.1.1.1.3,Tower-1 -Completion of 12th Floor Slab,,,,,,,0.0,2026-09-11,2026-09-11,,,,,0
1.1.1.1.4,Tower-1 -Completion of 20th Floor Slab,,,,,,,0.0,2027-02-05,2027-02-05,,,,,0
1.1.1.1.5,Tower-1 -Terrace Completion,,,,,,,0.0,2027-04-07,2027-04-07,,,,,0
1.1.1.1.6,Tower-1 -Plaster Completion,,,,,,,0.0,2027-07-27,2027-07-27,,,,,0
1.1.1.1.7,Tower-1 -Flooring Completion,,,,,,,0.0,2027-10-14,2027-10-14,,,,,0
1.1.1.1.8,Tower-1 -Lift Installation,,,,,,,0.0,2027-07-23,2027-07-23,,,,,0
1.1.1.1.9,Tower-1 -OC Application,,,,,,,0.0,2028-01-06,2028-01-06,,,,,0
1.1.1.1.10,Tower -1 - Intimation of Possession,,,,,,,0.0,2028-07-05,2028-07-05,,,,,0
1.1.1.1.11,Tower-2 -Completion of Raft,,,,,,,0.0,2025-12-01,2025-12-01,,,,,0
1.1.1.1.12,Tower-2 -Completion of 12th Floor Slab,,,,,,,0.0,2026-09-02,2026-09-02,,,,,0
1.1.1.1.13,Tower-2 -Terrace Completion,,,,,,,0.0,2027-03-29,2027-03-29,,,,,0
1.1.1.1.14,Tower-2 -Plaster Completion,,,,,,,0.0,2027-08-09,2027-08-09,,,,,0
1.1.1.1.15,Tower-2 -Flooring Completion,,,,,,,0.0,2027-10-06,2027-10-06,,,,,0
1.1.1.1.16,Tower-2 -Lift Installation,,,,,,,0.0,2027-07-15,2027-07-15,,,,,0
1.1.1.1.17,Tower-2 -OC Application,,,,,,,0.0,2028-01-13,2028-01-13,,,,,0
1.1.1.1.18,Tower -2 - Intimation of Possession,,,,,,,0.0,2028-07-12,2028-07-12,,,,,0
1.1.1.1.19,Tower-3 -Completion of Raft,,,,,,,0.0,2025-12-01,2025-12-01,,,,,0
1.1.1.1.20,Tower-3 -Completion of 12th Floor Slab,,,,,,,0.0,2026-10-03,2026-10-03,,,,,0
1.1.1.1.21,Tower-3 -Completion of 20th Floor Slab,,,,,,,0.0,2027-02-24,2027-02-24,,,,,0
1.1.1.1.22,Tower-3 -Terrace Completion,,,,,,,0.0,2027-04-16,2027-04-16,,,,,0
1.1.1.1.23,Tower-3 -Plaster Completion,,,,,,,0.0,2027-08-31,2027-08-31,,,,,0
1.1.1.1.24,Tower-3 -Flooring Completion,,,,,,,0.0,2027-10-23,2027-10-23,,,,,0
1.1.1.1.25,Tower-3 -Lift Installation,,,,,,,0.0,2027-08-11,2027-08-11,,,,,0
1.1.1.1.26,Tower-3 -OC Application,,,,,,,0.0,2028-01-20,2028-01-20,,,,,0
1.1.1.1.27,Tower -3 - Intimation of Possession,,,,,,,0.0,2028-07-19,2028-07-19,,,,,0
1.1.1.1.28,Tower-4 -Completion of Raft,,,,,,,0.0,2026-03-04,2026-03-04,,,,,0
1.1.1.1.29,Tower-4 -Completion of 12th Floor Slab,,,,,,,0.0,2027-04-08,2027-04-08,,,,,0
1.1.1.1.30,Tower-4 -Completion of 18th Floor Slab,,,,,,,0.0,2027-06-22,2027-06-22,,,,,0
1.1.1.1.31,Tower-4 -Terrace Completion,,,,,,,0.0,2028-04-24,2028-04-24,,,,,0
1.1.1.1.32,Tower-4 -Plaster Completion,,,,,,,0.0,2028-07-03,2028-07-03,,,,,0
1.1.1.1.33,Tower-4 -Flooring Completion,,,,,,,0.0,2028-10-30,2028-10-30,,,,,0
1.1.1.1.34,Tower-4 -Lift Installation,,,,,,,0.0,2028-08-25,2028-08-25,,,,,0
1.1.1.1.35,Tower-4 -OC Application,,,,,,,0.0,2029-04-23,2029-04-23,,,,,0
1.1.1.1.36,Tower -4 - Intimation of Possession,,,,,,,0.0,2029-10-30,2029-10-30,,,,,0
1.1.1.1.37,OC receipt of Club Area,,,,,,,0.0,2028-09-28,2028-09-28,,,,,0
1.1.1.1.38,Completion of Landscape works,,,,,,,0.0,2028-05-21,2028-05-21,,,,,0
1.1.1.2,Project Data,,,,,,,,2025-01-18,2030-01-17,,,,,
1.1.1.2.1,Start of Project,,,,,,,0.0,2025-01-18,2025-01-18,2025-01-18,2025-01-18,,,100
1.1.1.2.2,Completion of project,,,,,,,0.0,2030-01-17,2030-01-17,,,,,0
1.1.2,Project Snapshot,,,Finishing,Miscellaneous,Misc,,0.0,2031-04-16,2031-04-19,,,,,0
1.1.3,Tower-1 (2B+S+P+23),,,,,,,,2024-01-18,2028-10-02,,,,,
1.1.3.1,Soldier Piling & Excavation work,,,,,,,,2024-01-18,2025-07-13,,,,,
1.1.3.1.1,Till 2.5 Mtr,,,,,,,,2024-01-18,2025-03-26,,,,,
1.1.3.1.1.1,H beam pile driving - 12m,Tower 1,,Civil Works- RCC,RCC,Reinforcement,,0.0,2024-01-18,2025-03-02,2024-01-18,2025-03-02,,,100
1.1.3.1.1.2,Excavation from NGL to 2.5m,Tower 1,,Civil Works- RCC,RCC,Reinforcement,,70502200.0,2025-01-18,2025-03-11,2025-01-18,2025-03-11,,,100
1.1.3.1.1.3,Plank installation & anchoring till 2.5m,Tower 1,,Civil Works- RCC,RCC,Reinforcement,,376200000.0,2025-02-20,2025-03-26,2025-02-20,2025-03-26,,,100
1.1.3.1.2,2.5 mtrs till 5 mtrs,,,,,,,,2025-01-25,2025-03-31,,,,,
1.1.3.1.2.1,Excavation from 2.5m till 5m,Tower 1,,Civil Works- RCC,RCC,Reinforcement,,70502200.0,2025-01-26,2025-03-31,2025-01-26,2025-03-31,,,100
1.1.3.1.2.2,Plank installation & anchoring till  2.5m till 5m,Tower 1,,Civil Works- RCC,RCC,Reinforcement,,376200000.0,2025-01-25,2025-03-31,2025-01-25,2025-03-31,,,100
1.1.3.1.3,12 mts till NTA fotting bottom,,,,,,,,2025-05-03,2025-07-13,,,,,
1.1.3.1.3.1,Excavation from 5m to fotting PCC bottom,Tower 1,,Civil Works- RCC,RCC,Reinforcement,,70502200.0,2025-05-03,2025-06-23,2025-05-03,2025-06-23,,,100
1.1.3.1.3.2,Plank installation & anchoring from 5m to footing PCC bottom,Tower 1,,Civil Works- RCC,RCC,Reinforcement,,380000000.0,2025-05-22,2025-07-13,2025-05-22,2025-07-13,,,100
1.1.3.2,Sub-Structure works,,,,,,,,2025-05-30,2027-05-27,,,,,
1.1.3.2.1,Soil bed preparation,,,,,,,,2025-05-30,2025-07-17,,,,,
1.1.3.2.1.1,Excavation completion,Tower 1,,Civil Works- RCC,RCC,Reinforcement,,63976200.0,2025-05-30,2025-07-14,2025-05-30,2025-07-14,,,100
1.1.3.2.1.2,Surface dressing,Tower 1,,Civil Works- RCC,RCC,Reinforcement,,7108500.0,2025-06-04,2025-07-16,2025-06-04,2025-07-16,,,100
1.1.3.2.1.3,ATT,Tower 1,,Civil Works- RCC,RCC,Reinforcement,,20309900.0,2025-06-06,2025-07-16,2025-06-06,2025-07-16,,,100
1.1.3.2.1.4,PCC,Tower 1,,Civil Works- RCC,RCC,Concreting,,79011300.0,2025-06-07,2025-07-17,2025-06-07,2025-07-17,,,100
1.1.3.2.2,RCC Works,,,,,,,,2025-07-14,2026-01-02,,,,,
1.1.3.2.2.1,Raft,,,,,,,,2025-07-14,2025-08-23,,,,,
1.1.3.2.2.1.1,Reinforcement Work,Tower 1,,Civil Works- RCC,RCC,Reinforcement,,3871596800.0,2025-07-14,2025-08-21,2025-07-14,2025-08-21,,,100
1.1.3.2.2.1.2,Shuttering work,Tower 1,,Civil Works- RCC,RCC,Shuttering- Conventional,,219949000.0,2025-07-22,2025-08-21,2025-07-22,2025-08-21,,,100
1.1.3.2.2.1.3,Concreteing work,Tower 1,,Civil Works- RCC,RCC,Concreting,,1924312100.0,2025-08-07,2025-08-23,2025-08-07,2025-08-23,,,100
1.1.3.2.2.2,Basement-2 Roof Slab,,,,,,,,2025-08-08,2025-10-06,,,,,
1.1.3.2.2.2.1,B2 Roof Slab,,,,,,,,2025-08-08,2025-10-06,,,,,
1.1.3.2.2.2.1.1,Shuttering Work,Tower 1,Basement 2,Civil Works- RCC,RCC,Shuttering- Conventional,,490713000.0,2025-08-17,2025-10-05,2025-08-17,2025-10-05,,,100
1.1.3.2.2.2.1.2,Reinforcement Work,Tower 1,Basement 2,Civil Works- RCC,RCC,Reinforcement,,698945000.0,2025-08-08,2025-10-05,2025-08-08,2025-10-05,,,100
1.1.3.2.2.2.1.3,Concreteing work,Tower 1,Basement 2,Civil Works- RCC,RCC,Concreting,,668778600.0,2025-08-20,2025-10-06,2025-08-20,2025-10-06,,,100
1.1.3.2.2.3,Basement-1 Roof Slab,,,,,,,,2025-09-05,2026-01-02,,,,,
1.1.3.2.2.3.1,B1 Roof Slab,,,,,,,,2025-09-05,2026-01-02,,,,,
1.1.3.2.2.3.1.1,Shuttering Work,Tower 1,Basement 1,Civil Works- RCC,RCC,Shuttering- Conventional,,140000000.0,2025-09-27,2025-12-31,2025-09-27,,,,51
1.1.3.2.2.3.1.2,Reinforcement Work,Tower 1,Basement 1,Civil Works- RCC,RCC,Reinforcement,,549311200.0,2025-09-06,2026-01-01,2025-09-06,,,,85
1.1.3.2.2.3.1.3,Concreteing work,Tower 1,Basement 1,Civil Works- RCC,RCC,Concreting,,1305162600.0,2025-09-05,2026-01-02,2025-09-05,,,,97
1.1.3.2.3,Sub structure finishing works,,,,,,,,2026-09-10,2027-05-27,,,,,
1.1.3.2.3.1,Basement-2,,,,,,,,2026-09-10,2027-04-27,,,,,
1.1.3.2.3.1.1,Masonary,Tower 1,Basement 2,Finishing,Common area finishes,CA-Blockwork,,212979900.0,2026-09-10,2026-10-09,,,,,0
1.1.3.2.3.1.2,Structural Steel,Tower 1,Basement 2,Civil Works- RCC,RCC,Reinforcement,,91092100.0,2026-09-10,2026-10-09,,,,,0
1.1.3.2.3.1.3,Plaster,Tower 1,Basement 2,Finishing,Common area finishes,CA-Int Plaster,,107620500.0,2026-10-10,2026-12-23,,,,,0
1.1.3.2.3.1.4,White Wash,Tower 1,Basement 2,Finishing,Common area finishes,CA-Paint,,9438800.0,2026-12-24,2027-01-22,,,,,0
1.1.3.2.3.1.5,VDF,Tower 1,Basement 2,Finishing,Common area finishes,CA-Flooring,,94770200.0,2026-09-25,2027-01-07,,,,,0
1.1.3.2.3.1.6,Drain & Sump (incl. gratings),Tower 1,Basement 2,MEP,Common area-MEP,CA-PHE,,170573000.0,2026-10-25,2027-02-06,,,,,0
1.1.3.2.3.1.7,Car parking marking,Tower 1,Basement 2,Infra,Ext Infra,Ext Infra,,597759100.0,2027-03-29,2027-04-27,,,,,0
1.1.3.2.3.1.8,Signages,Tower 1,Basement 2,MEP,BRM-Security,BRM-Security,,398506000.0,2027-03-29,2027-04-27,,,,,0
1.1.3.2.3.2,Basement-1,,,,,,,,2026-10-10,2027-05-27,,,,,
1.1.3.2.3.2.1,Masonary,Tower 1,Basement 1,Finishing,Common area finishes,CA-Blockwork,,212979900.0,2026-10-10,2026-12-23,,,,,0
1.1.3.2.3.2.2,Structural Steel,Tower 1,Basement 1,Civil Works- RCC,RCC,Reinforcement,,91092100.0,2026-10-10,2026-12-23,,,,,0
1.1.3.2.3.2.3,Plaster,Tower 1,Basement 1,Finishing,Common area finishes,CA-Int Plaster,,107620500.0,2026-12-24,2027-01-22,,,,,0
1.1.3.2.3.2.4,White Wash,Tower 1,Basement 1,Finishing,Common area finishes,CA-Paint,,9438800.0,2027-01-23,2027-02-21,,,,,0
1.1.3.2.3.2.5,VDF,Tower 1,Basement 1,Finishing,Common area finishes,CA-Flooring,,94770200.0,2026-10-25,2027-02-06,,,,,0
1.1.3.2.3.2.6,Drain & Sump (incl. gratings),Tower 1,Basement 1,MEP,Common area-MEP,CA-PHE,,170573000.0,2027-01-08,2027-03-08,,,,,0
1.1.3.2.3.2.7,Car parking marking,Tower 1,Basement 1,Infra,Ext Infra,Ext Infra,,597759100.0,2027-04-28,2027-05-27,,,,,0
1.1.3.2.3.2.8,Signages,Tower 1,Basement 1,MEP,BRM-Security,BRM-Security,,398506000.0,2027-04-28,2027-05-27,,,,,0
1.1.3.3,Super structure works,,,,,,,,2025-10-27,2028-10-02,,,,,
1.1.3.3.1,RCC Works,,,,,,,,2025-10-27,2027-05-17,,,,,
1.1.3.3.1.1,Stilt/GF Slab,,,,,,,,2025-10-27,2026-01-16,,,,,
1.1.3.3.1.1.1,Stilt/GF Slab,,,,,,,,2025-10-27,2026-01-16,,,,,
1.1.3.3.1.1.1.1,Shuttering Work,Tower 1,Ground Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,529427000.0,2026-01-03,2026-01-16,,,,,0
1.1.3.3.1.1.1.2,Reinforcement Work,Tower 1,Ground Floor,Civil Works- RCC,RCC,Reinforcement,,692131000.0,2025-10-27,2026-01-13,2025-10-27,,,,41
1.1.3.3.1.1.1.3,Concreteing work,Tower 1,Ground Floor,Civil Works- RCC,RCC,Concreting,,663799200.0,2026-01-16,2026-01-16,,,,,0
1.1.3.3.1.2,Podium-1 Slab,,,,,,,,2026-01-17,2026-02-03,,,,,
1.1.3.3.1.2.1,Podium-1 Slab,,,,,,,,2026-01-17,2026-02-03,,,,,
1.1.3.3.1.2.1.1,Shuttering Work,Tower 1,,Civil Works- RCC,RCC,Shuttering- Conventional,,423541600.0,2026-01-17,2026-01-31,,,,,0
1.1.3.3.1.2.1.2,Reinforcement Work,Tower 1,,Civil Works- RCC,RCC,Reinforcement,,553704800.0,2026-01-22,2026-02-02,,,,,0
1.1.3.3.1.2.1.3,Conduiting work,Tower 1,,MEP,Tower MEP,Electrical,,5155500.0,2026-02-02,2026-02-02,,,,,0
1.1.3.3.1.2.1.4,Concreteing work,Tower 1,,Civil Works- RCC,RCC,Concreting,,531039300.0,2026-02-03,2026-02-03,,,,,0
1.1.3.3.1.3,1st Floor Slab,,,,,,,,2026-02-04,2026-03-18,,,,,
1.1.3.3.1.3.1,1st Floor Slab,,,,,,,,2026-02-04,2026-03-18,,,,,
1.1.3.3.1.3.1.1,Shuttering Work,Tower 1,1st Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,366473100.0,2026-02-04,2026-03-05,,,,,0
1.1.3.3.1.3.1.2,Reinforcement Work,Tower 1,1st Floor,Civil Works- RCC,RCC,Reinforcement,,430939300.0,2026-03-01,2026-03-17,,,,,0
1.1.3.3.1.3.1.3,Conduiting work,Tower 1,1st Floor,MEP,Tower MEP,Electrical,,5155500.0,2026-03-17,2026-03-17,,,,,0
1.1.3.3.1.3.1.4,Concreteing work,Tower 1,1st Floor,Civil Works- RCC,RCC,Concreting,,413299200.0,2026-03-18,2026-03-18,,,,,0
1.1.3.3.1.4,2nd Floor Slab,,,,,,,,2026-03-19,2026-04-17,,,,,
1.1.3.3.1.4.1,2nd Floor Slab,,,,,,,,2026-03-19,2026-04-17,,,,,
1.1.3.3.1.4.1.1,Shuttering Work,Tower 1,2nd Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,408927900.0,2026-03-19,2026-04-04,,,,,0
1.1.3.3.1.4.1.2,Reinforcement Work,Tower 1,2nd Floor,Civil Works- RCC,RCC,Reinforcement,,441908300.0,2026-04-02,2026-04-16,,,,,0
1.1.3.3.1.4.1.3,Conduiting work,Tower 1,2nd Floor,MEP,Tower MEP,Electrical,,5155500.0,2026-04-16,2026-04-16,,,,,0
1.1.3.3.1.4.1.4,Concreteing work,Tower 1,2nd Floor,Civil Works- RCC,RCC,Concreting,,423819200.0,2026-04-17,2026-04-17,,,,,0
1.1.3.3.1.5,3rd Floor Slab (1st MIVAN Setup),,,,,,,,2026-04-18,2026-05-17,,,,,
1.1.3.3.1.5.1,3rd Floor Slab,,,,,,,,2026-04-18,2026-05-17,,,,,
1.1.3.3.1.5.1.1,Shuttering Work,Tower 1,3rd Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,294679400.0,2026-04-18,2026-05-04,,,,,0
1.1.3.3.1.5.1.2,Reinforcement Work,Tower 1,3rd Floor,Civil Works- RCC,RCC,Reinforcement,,587664900.0,2026-05-02,2026-05-16,,,,,0
1.1.3.3.1.5.1.3,Conduiting work,Tower 1,3rd Floor,MEP,Tower MEP,Electrical,,5155500.0,2026-05-16,2026-05-16,,,,,0
1.1.3.3.1.5.1.4,Concreteing work,Tower 1,3rd Floor,Civil Works- RCC,RCC,Concreting,,415986100.0,2026-05-17,2026-05-17,,,,,0
1.1.3.3.1.6,4th Floor Slab,,,,,,,,2026-05-18,2026-06-07,,,,,
1.1.3.3.1.6.1,4th Floor Slab,,,,,,,,2026-05-18,2026-06-07,,,,,
1.1.3.3.1.6.1.1,Shuttering Work,Tower 1,4th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,294679400.0,2026-05-18,2026-05-30,,,,,0
1.1.3.3.1.6.1.2,Reinforcement Work,Tower 1,4th Floor,Civil Works- RCC,RCC,Reinforcement,,587664900.0,2026-05-28,2026-06-06,,,,,0
1.1.3.3.1.6.1.3,Conduiting work,Tower 1,4th Floor,MEP,Tower MEP,Electrical,,5155500.0,2026-06-06,2026-06-06,,,,,0
1.1.3.3.1.6.1.4,Concreteing work,Tower 1,4th Floor,Civil Works- RCC,RCC,Concreting,,415986100.0,2026-06-07,2026-06-07,,,,,0
1.1.3.3.1.7,5th Floor Slab,,,,,,,,2026-06-08,2026-06-19,,,,,
1.1.3.3.1.7.1,5th Floor Slab,,,,,,,,2026-06-08,2026-06-19,,,,,
1.1.3.3.1.7.1.1,Shuttering Work,Tower 1,5th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,294679400.0,2026-06-08,2026-06-16,,,,,0
1.1.3.3.1.7.1.2,Reinforcement Work,Tower 1,5th Floor,Civil Works- RCC,RCC,Reinforcement,,587664900.0,2026-06-14,2026-06-18,,,,,0
1.1.3.3.1.7.1.3,Conduiting work,Tower 1,5th Floor,MEP,Tower MEP,Electrical,,5155500.0,2026-06-18,2026-06-18,,,,,0
1.1.3.3.1.7.1.4,Concreteing work,Tower 1,5th Floor,Civil Works- RCC,RCC,Concreting,,415986100.0,2026-06-19,2026-06-19,,,,,0
1.1.3.3.1.8,6th Floor Slab,,,,,,,,2026-06-20,2026-07-01,,,,,
1.1.3.3.1.8.1,6th Floor Slab,,,,,,,,2026-06-20,2026-07-01,,,,,
1.1.3.3.1.8.1.1,Shuttering Work,Tower 1,6th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,294679400.0,2026-06-20,2026-06-28,,,,,0
1.1.3.3.1.8.1.2,Reinforcement Work,Tower 1,6th Floor,Civil Works- RCC,RCC,Reinforcement,,587664900.0,2026-06-26,2026-06-30,,,,,0
1.1.3.3.1.8.1.3,Conduiting work,Tower 1,6th Floor,MEP,Tower MEP,Electrical,,5155500.0,2026-06-30,2026-06-30,,,,,0
1.1.3.3.1.8.1.4,Concreteing work,Tower 1,6th Floor,Civil Works- RCC,RCC,Concreting,,415986100.0,2026-07-01,2026-07-01,,,,,0
1.1.3.3.1.9,7th Floor Slab,,,,,,,,2026-07-02,2026-07-13,,,,,
1.1.3.3.1.9.1,7th Floor Slab,,,,,,,,2026-07-02,2026-07-13,,,,,
1.1.3.3.1.9.1.1,Shuttering Work,Tower 1,7th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,294679400.0,2026-07-02,2026-07-10,,,,,0
1.1.3.3.1.9.1.2,Reinforcement Work,Tower 1,7th Floor,Civil Works- RCC,RCC,Reinforcement,,587664900.0,2026-07-08,2026-07-12,,,,,0
1.1.3.3.1.9.1.3,Conduiting work,Tower 1,7th Floor,MEP,Tower MEP,Electrical,,5155500.0,2026-07-12,2026-07-12,,,,,0
1.1.3.3.1.9.1.4,Concreteing work,Tower 1,7th Floor,Civil Works- RCC,RCC,Concreting,,415986100.0,2026-07-13,2026-07-13,,,,,0
1.1.3.3.1.10,8th Floor Slab,,,,,,,,2026-07-14,2026-07-25,,,,,
1.1.3.3.1.10.1,8th Floor Slab,,,,,,,,2026-07-14,2026-07-25,,,,,
1.1.3.3.1.10.1.1,Shuttering Work,Tower 1,8th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,294679400.0,2026-07-14,2026-07-22,,,,,0
1.1.3.3.1.10.1.2,Reinforcement Work,Tower 1,8th Floor,Civil Works- RCC,RCC,Reinforcement,,587664900.0,2026-07-20,2026-07-24,,,,,0
1.1.3.3.1.10.1.3,Conduiting work,Tower 1,8th Floor,MEP,Tower MEP,Electrical,,5155500.0,2026-07-24,2026-07-24,,,,,0
1.1.3.3.1.10.1.4,Concreteing work,Tower 1,8th Floor,Civil Works- RCC,RCC,Concreting,,415986100.0,2026-07-25,2026-07-25,,,,,0
1.1.3.3.1.11,9th Floor Slab,,,,,,,,2026-07-26,2026-08-06,,,,,
1.1.3.3.1.11.1,9th Floor Slab,,,,,,,,2026-07-26,2026-08-06,,,,,
1.1.3.3.1.11.1.1,Shuttering Work,Tower 1,9th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,294679400.0,2026-07-26,2026-08-03,,,,,0
1.1.3.3.1.11.1.2,Reinforcement Work,Tower 1,9th Floor,Civil Works- RCC,RCC,Reinforcement,,587664900.0,2026-08-01,2026-08-05,,,,,0
1.1.3.3.1.11.1.3,Conduiting work,Tower 1,9th Floor,MEP,Tower MEP,Electrical,,5155500.0,2026-08-05,2026-08-05,,,,,0
1.1.3.3.1.11.1.4,Concreteing work,Tower 1,9th Floor,Civil Works- RCC,RCC,Concreting,,415986100.0,2026-08-06,2026-08-06,,,,,0
1.1.3.3.1.12,10th Floor Slab,,,,,,,,2026-08-07,2026-08-18,,,,,
1.1.3.3.1.12.1,10th Floor Slab,,,,,,,,2026-08-07,2026-08-18,,,,,
1.1.3.3.1.12.1.1,Shuttering Work,Tower 1,10th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,294679400.0,2026-08-07,2026-08-15,,,,,0
1.1.3.3.1.12.1.2,Reinforcement Work,Tower 1,10th Floor,Civil Works- RCC,RCC,Reinforcement,,587664900.0,2026-08-13,2026-08-17,,,,,0
1.1.3.3.1.12.1.3,Conduiting work,Tower 1,10th Floor,MEP,Tower MEP,Electrical,,5155500.0,2026-08-17,2026-08-17,,,,,0
1.1.3.3.1.12.1.4,Concreteing work,Tower 1,10th Floor,Civil Works- RCC,RCC,Concreting,,415986100.0,2026-08-18,2026-08-18,,,,,0
1.1.3.3.1.13,11th Floor Slab,,,,,,,,2026-08-19,2026-08-30,,,,,
1.1.3.3.1.13.1,11th Floor Slab,,,,,,,,2026-08-19,2026-08-30,,,,,
1.1.3.3.1.13.1.1,Shuttering Work,Tower 1,11th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,294679400.0,2026-08-19,2026-08-27,,,,,0
1.1.3.3.1.13.1.2,Reinforcement Work,Tower 1,11th Floor,Civil Works- RCC,RCC,Reinforcement,,587664900.0,2026-08-25,2026-08-29,,,,,0
1.1.3.3.1.13.1.3,Conduiting work,Tower 1,11th Floor,MEP,Tower MEP,Electrical,,5155500.0,2026-08-29,2026-08-29,,,,,0
1.1.3.3.1.13.1.4,Concreteing work,Tower 1,11th Floor,Civil Works- RCC,RCC,Concreting,,415986100.0,2026-08-30,2026-08-30,,,,,0
1.1.3.3.1.14,12th Floor Slab,,,,,,,,2026-08-31,2026-09-11,,,,,
1.1.3.3.1.14.1,12th Floor Slab,,,,,,,,2026-08-31,2026-09-11,,,,,
1.1.3.3.1.14.1.1,Shuttering Work,Tower 1,12th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,294679400.0,2026-08-31,2026-09-08,,,,,0
1.1.3.3.1.14.1.2,Reinforcement Work,Tower 1,12th Floor,Civil Works- RCC,RCC,Reinforcement,,587664900.0,2026-09-06,2026-09-10,,,,,0
1.1.3.3.1.14.1.3,Conduiting work,Tower 1,12th Floor,MEP,Tower MEP,Electrical,,5155500.0,2026-09-10,2026-09-10,,,,,0
1.1.3.3.1.14.1.4,Concreteing work,Tower 1,12th Floor,Civil Works- RCC,RCC,Concreting,,415986100.0,2026-09-11,2026-09-11,,,,,0
1.1.3.3.1.15,13th Floor Slab,,,,,,,,2026-09-12,2026-09-23,,,,,
1.1.3.3.1.15.1,13th Floor Slab,,,,,,,,2026-09-12,2026-09-23,,,,,
1.1.3.3.1.15.1.1,Shuttering Work,Tower 1,13th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,294679400.0,2026-09-12,2026-09-20,,,,,0
1.1.3.3.1.15.1.2,Reinforcement Work,Tower 1,13th Floor,Civil Works- RCC,RCC,Reinforcement,,587664900.0,2026-09-18,2026-09-22,,,,,0
1.1.3.3.1.15.1.3,Conduiting work,Tower 1,13th Floor,MEP,Tower MEP,Electrical,,5155500.0,2026-09-22,2026-09-22,,,,,0
1.1.3.3.1.15.1.4,Concreteing work,Tower 1,13th Floor,Civil Works- RCC,RCC,Concreting,,415986100.0,2026-09-23,2026-09-23,,,,,0
1.1.3.3.1.16,14th Floor Slab,,,,,,,,2026-09-24,2026-10-05,,,,,
1.1.3.3.1.16.1,14th Floor Slab,,,,,,,,2026-09-24,2026-10-05,,,,,
1.1.3.3.1.16.1.1,Shuttering Work,Tower 1,14th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,294679400.0,2026-09-24,2026-10-02,,,,,0
1.1.3.3.1.16.1.2,Reinforcement Work,Tower 1,14th Floor,Civil Works- RCC,RCC,Reinforcement,,587664900.0,2026-09-30,2026-10-04,,,,,0
1.1.3.3.1.16.1.3,Conduiting work,Tower 1,14th Floor,MEP,Tower MEP,Electrical,,5155500.0,2026-10-04,2026-10-04,,,,,0
1.1.3.3.1.16.1.4,Concreteing work,Tower 1,14th Floor,Civil Works- RCC,RCC,Concreting,,415986100.0,2026-10-05,2026-10-05,,,,,0
1.1.3.3.1.17,15th Floor Slab,,,,,,,,2026-10-06,2026-10-17,,,,,
1.1.3.3.1.17.1,15th Floor Slab,,,,,,,,2026-10-06,2026-10-17,,,,,
1.1.3.3.1.17.1.1,Shuttering Work,Tower 1,15th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,294679400.0,2026-10-06,2026-10-14,,,,,0
1.1.3.3.1.17.1.2,Reinforcement Work,Tower 1,15th Floor,Civil Works- RCC,RCC,Reinforcement,,587664900.0,2026-10-12,2026-10-16,,,,,0
1.1.3.3.1.17.1.3,Conduiting work,Tower 1,15th Floor,MEP,Tower MEP,Electrical,,5155500.0,2026-10-16,2026-10-16,,,,,0
1.1.3.3.1.17.1.4,Concreteing work,Tower 1,15th Floor,Civil Works- RCC,RCC,Concreting,,415986100.0,2026-10-17,2026-10-17,,,,,0
1.1.3.3.1.18,16th Floor Slab,,,,,,,,2026-10-18,2026-10-29,,,,,
1.1.3.3.1.18.1,16th Floor Slab,,,,,,,,2026-10-18,2026-10-29,,,,,
1.1.3.3.1.18.1.1,Shuttering Work,Tower 1,16th Floor,Civil Works- RCC,RCC,Shuttering- Conventional,,294679400.0,2026-10-18,2026-10-26,,,,,0
1.1.3.3.1.18.1.2,Reinforcement Work,Tower 1,16th Floor,Civil Works- RCC,RCC,Reinforcement,,587664900.0,2026-10-24,2026-10-28,,,,,0
